Dark-Light,Size,Salinity,Concentration,Distance_moved_Total,Velocity_Mean,Meander,Turn angle,Angular velocity,In_zone_Frequency,In_zone_Cumulative_duration,Movement_Mean,Movement,Freezing_Mean,Freezing_Frequency,Freezing_duration,,
Light_3,LT,15,Light_3-LT-15,0.574809,0.287407,-3706.7,-8.51482,-255.447,1,1.99998,0.199998,1,0.899991,2,1.79998,,
Light_3,LT,15,Light_3-LT-15,0.309119,0.154561,-3943.11,-3.24114,-97.2351,0,0,,0,1.99998,1,1.99998,,
Light_3,LT,15,Light_3-LT-15,0.263257,0.13163,19654.4,10.6534,319.606,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,LT,15,Light_3-LT-15,0.771992,0.386,-97088.8,-16.3601,-490.809,1,1.99998,0.166665,1,1.83332,1,1.83332,,
Dark_1,LT,25,Dark_1-LT-25,13.3103,0.110982,1937.85,-0.488157,-14.6448,9,115.766,,0,119.999,1,119.999,,
Dark_1,LT,25,Dark_1-LT-25,9.28095,0.077385,179.398,1.66132,49.8401,1,119.999,0.33333,1,59.8327,2,119.665,,
Dark_1,LT,25,Dark_1-LT-25,38.4806,0.320853,-141.531,0.848393,25.4521,4,119.832,0.0533328,5,19.9554,6,119.732,,
Dark_1,LT,25,Dark_1-LT-25,38.7665,0.323237,1396.55,2.51038,75.312,12,23.6331,0.213331,20,5.51106,21,115.732,,
Dark_1,LT,25,Dark_1-LT-25,0.160904,0.00134162,190552,104.211,3126.35,0,0,,0,119.999,1,119.999,,
Dark_2,LT,25,Dark_2-LT-25,0.682261,0.341134,-17726.2,-34.6442,-1039.34,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,LT,25,Dark_2-LT-25,0.224854,0.112428,-4244.11,15.9101,477.308,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,LT,25,Dark_2-LT-25,0.831481,0.415745,-5771.22,-24.5048,-735.153,0,0,,0,1.99998,1,1.99998,,
Dark_2,LT,25,Dark_2-LT-25,0.619142,0.309574,-840.88,-1.04204,-31.2616,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,LT,25,Dark_2-LT-25,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_3,LT,25,Dark_3-LT-25,0.555251,0.277628,382.125,-30.4612,-913.847,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,LT,25,Dark_3-LT-25,0.246959,0.123481,-2516.16,-3.86303,-115.892,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,LT,25,Dark_3-LT-25,0.0202285,0.303431,17796.7,180,5400.05,3,0.433329,,0,0.116665,2,0.233331,,
Dark_3,LT,25,Dark_3-LT-25,0.516176,0.25809,-7955.64,-30.2178,-906.543,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,LT,25,Dark_3-LT-25,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Light_1,LT,25,Light_1-LT-25,31.0684,0.259194,2141.37,3.25451,97.6362,4,106.066,0.325923,9,11.7065,10,117.065,,
Light_1,LT,25,Light_1-LT-25,23.4128,0.195326,-1635.54,0.793763,23.8131,14,110.166,0.146665,5,19.8776,6,119.265,,
Light_1,LT,25,Light_1-LT-25,23.7362,0.198024,216.566,0.422128,12.664,1,119.999,,0,119.999,1,119.999,,
Light_1,LT,25,Light_1-LT-25,79.6957,0.664876,-296.541,-1.08801,-32.6407,9,14.1332,0.658817,17,6.04438,18,108.799,,
Light_1,LT,25,Light_1-LT-25,0.363978,0.00303655,141067,96.9231,2907.72,0,0,,0,119.999,1,119.999,,
Light_2,LT,25,Light_2-LT-25,0.50925,0.254628,-13323,8.06821,242.049,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,LT,25,Light_2-LT-25,0.291823,0.145913,14439,31.3891,941.683,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,LT,25,Light_2-LT-25,0.875873,0.559073,5646.05,36.4696,1094.1,1,0.066666,0.133332,1,0.588883,3,1.76665,,
Light_2,LT,25,Light_2-LT-25,0.55367,0.276838,11073.5,15.4297,462.894,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,LT,25,Light_2-LT-25,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Light_3,LT,25,Light_3-LT-25,0.667395,0.333701,-5164.17,23.7674,713.031,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,LT,25,Light_3-LT-25,0.269853,0.134928,2351.11,11.2097,336.294,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,LT,25,Light_3-LT-25,,,,,,3,0.566661,,,,,,,
Light_3,LT,25,Light_3-LT-25,0.326179,0.163091,-11041.6,-6.29536,-188.863,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,LT,25,Light_3-LT-25,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_1,o,5,Dark_1-Cont-5,0,0,,,,,,,0,2.00081,1,2.00081,,
Dark_1,o,5,Dark_1-Cont-5,5.37632,2.68706,-4046.37,6.84632,205.307,2,118.132,0.080032,5,0.32013,5,1.60065,,
Dark_1,o,5,Dark_1-Cont-5,0.349368,0.174614,30796,-1.90533,-57.1386,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,o,5,Dark_1-Cont-5,0.0378538,0.0189191,9510.28,180,5397.79,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,o,5,Dark_1-Cont-5,26.8635,0.223989,2421.26,2.41589,72.4774,11,103.266,0.213331,10,10.715,11,117.865,,
Dark_1,o,5,Dark_1-Cont-5,17.6149,0.146874,637.346,-0.653657,-19.6099,1,119.999,,0,119.999,1,119.999,,
Dark_1,o,5,Dark_1-Cont-5,15.5381,0.129557,1264.85,1.70575,51.173,1,119.999,0.0833325,2,39.944,3,119.832,,
Dark_1,o,5,Dark_1-Cont-5,1.37891,0.0114975,124144,92.8465,2785.42,0,0,,0,119.999,1,119.999,,
Dark_1,o,5,Dark_1-Cont-5,9.57013,0.0797962,-1019.17,-2.63374,-79.0128,1,119.999,,0,119.999,1,119.999,,
Dark_1,o,5,Dark_1-Cont-5,25.9657,0.216504,2580.05,5.1196,153.59,1,0.033333,,0,119.999,1,119.999,,
Dark_2,o,5,Dark_2-Cont-5,0,0,,,,,,,0,2.00081,1,2.00081,,
Dark_2,o,5,Dark_2-Cont-5,0.68596,0.342841,-6911.22,12.8393,385.025,1,120.032,0.066693,1,0.967057,2,1.93411,,
Dark_2,o,5,Dark_2-Cont-5,0.186133,0.0930285,25654.1,22.7045,680.859,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,o,5,Dark_2-Cont-5,0.0189269,0.00945957,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_2,o,5,Dark_2-Cont-5,0.331301,0.165652,35637.1,31.1641,934.932,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,o,5,Dark_2-Cont-5,0.201884,0.100943,-5441,-34.9242,-1047.74,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,o,5,Dark_2-Cont-5,0.210189,0.105096,-9212.21,10.6836,320.51,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,o,5,Dark_2-Cont-5,0.00124487,0.000622442,289187,180,5400.05,0,0,,0,1.99998,1,1.99998,,
Dark_2,o,5,Dark_2-Cont-5,0.201861,0.100931,-3992.14,10.3849,311.55,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,o,5,Dark_2-Cont-5,0.13071,0.0653557,13537.8,16.4788,494.369,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,5,Dark_3-Cont-5,0,0,,,,,,,0,2.00081,1,2.00081,,
Dark_3,o,5,Dark_3-Cont-5,0.897354,0.448496,9168.21,11.562,346.725,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,o,5,Dark_3-Cont-5,0.158866,0.0794008,22043.7,7.19184,215.679,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,o,5,Dark_3-Cont-5,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,o,5,Dark_3-Cont-5,0.219718,0.10986,12266.8,29.9905,899.724,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,5,Dark_3-Cont-5,0.268433,0.134218,-17449.6,-16.3143,-489.432,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,5,Dark_3-Cont-5,0.196623,0.0983125,-604.809,-4.40355,-132.108,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,5,Dark_3-Cont-5,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_3,o,5,Dark_3-Cont-5,0.173351,0.0866765,-20995.9,-45.9815,-1379.46,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,5,Dark_3-Cont-5,0.145811,0.0729061,-6502.64,8.52369,255.713,1,1.99998,,0,1.99998,1,1.99998,,
Light_1,o,5,Light_1-Cont-5,0,0,,,,,,,0,2.00081,1,2.00081,,
Light_1,o,5,Light_1-Cont-5,0.814545,0.407109,-9775.04,-17.5238,-525.497,4,118.865,,0,2.00081,1,2.00081,,
Light_1,o,5,Light_1-Cont-5,0.483195,0.2415,-12451.1,18.6845,560.303,1,120.032,,0,2.00081,1,2.00081,,
Light_1,o,5,Light_1-Cont-5,1.39321,0.696318,-2691.44,36.5804,1096.96,1,120.032,0.100041,1,1.90078,1,1.90078,,
Light_1,o,5,Light_1-Cont-5,60.4386,0.50422,312.148,-3.42472,-102.743,38,88.8991,0.442588,18,5.89643,19,112.032,,
Light_1,o,5,Light_1-Cont-5,51.5896,0.430396,894.621,3.81367,114.411,365,53.5328,0.249547,37,2.91488,38,110.766,,
Light_1,o,5,Light_1-Cont-5,29.841,0.248954,-196.441,0.464288,13.9288,16,118.199,0.120369,18,6.20169,19,117.832,,
Light_1,o,5,Light_1-Cont-5,2.5235,0.0210528,75907.3,80.6628,2419.91,0,0,,0,119.999,1,119.999,,
Light_1,o,5,Light_1-Cont-5,23.8765,0.199194,-334.348,-1.20822,-36.2469,12,113.666,0.133332,17,6.54068,18,117.732,,
Light_1,o,5,Light_1-Cont-5,36.4974,0.304486,269.9,3.37997,101.4,7,88.4658,0.192422,22,5.03328,23,115.766,,
Light_2,o,5,Light_2-Cont-5,0,0,,,,1,0.133332,,0,2.00081,1,2.00081,,
Light_2,o,5,Light_2-Cont-5,0.95306,0.476339,-3601.53,-4.22574,-126.727,4,119.232,,0,2.00081,1,2.00081,,
Light_2,o,5,Light_2-Cont-5,0.0914264,0.0456947,10135.9,39.8484,1194.97,1,120.032,,0,2.00081,1,2.00081,,
Light_2,o,5,Light_2-Cont-5,0.0378538,0.0189191,,,,1,120.032,,0,2.00082,1,2.00082,,
Light_2,o,5,Light_2-Cont-5,0.197201,0.0986015,-6220.71,-14.8239,-444.721,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,o,5,Light_2-Cont-5,0.124262,0.0621317,22845.4,28.0182,840.554,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,o,5,Light_2-Cont-5,0.169973,0.0849874,31658.6,24.9464,748.399,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,o,5,Light_2-Cont-5,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Light_2,o,5,Light_2-Cont-5,0.217573,0.108788,-3274.23,16.6466,499.403,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,o,5,Light_2-Cont-5,0.11886,0.0594306,2883.58,36.7158,1101.49,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,5,Light_3-Cont-5,0,0,,,,,,,0,2.00081,1,2.00081,,
Light_3,o,5,Light_3-Cont-5,1.02981,0.514697,-3416.6,21.6877,650.37,5,118.465,,0,2.00081,1,2.00081,,
Light_3,o,5,Light_3-Cont-5,0.257111,0.128504,43000.3,21.8532,655.326,1,120.032,,0,2.00081,1,2.00081,,
Light_3,o,5,Light_3-Cont-5,0.0378538,0.0189191,9510.28,180,5397.79,1,120.032,,0,2.00082,1,2.00082,,
Light_3,o,5,Light_3-Cont-5,0.236878,0.11844,-1729.31,2.35189,70.5574,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,5,Light_3-Cont-5,0.114717,0.0573591,29618.6,33.3954,1001.87,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,5,Light_3-Cont-5,0.160628,0.080315,-19270,-20.6253,-618.764,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,5,Light_3-Cont-5,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Light_3,o,5,Light_3-Cont-5,0.212146,0.106074,-9883.2,3.31413,99.4248,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,5,Light_3-Cont-5,0.1162,0.0581006,-10422,-1.40501,-42.1508,1,1.99998,,0,1.99998,1,1.99998,,
Dark_1,o,5,Dark_1-NOM-5,0.909031,0.454333,4515.03,7.53306,225.9,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,o,5,Dark_1-NOM-5,11.8796,5.93736,1000.98,31.8207,954.238,1,120.032,0.044462,6,0.346806,5,1.73403,,
Dark_1,o,5,Dark_1-NOM-5,0.17444,0.087185,-38133.4,-29.2669,-877.66,1,120.032,,0,2.0008,1,2.0008,,
Dark_1,o,5,Dark_1-NOM-5,73.0525,0.609115,2216.34,-1.37032,-41.1099,34,108.299,0.212344,81,1.25365,82,102.799,,
Dark_1,o,5,Dark_1-NOM-5,7.54654,0.0629234,8211.3,76.9229,2307.71,0,0,,0,119.999,1,119.999,,
Dark_2,o,5,Dark_2-NOM-5,1.10198,0.550765,-445.625,-2.55698,-76.6761,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,o,5,Dark_2-NOM-5,0.655645,0.327691,712.776,6.30031,188.936,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,o,5,Dark_2-NOM-5,0.080247,0.0401074,46115.7,22.3969,671.634,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,o,5,Dark_2-NOM-5,0.845325,0.422667,-12571.1,16.5236,495.712,4,0.33333,0.133332,1,0.933324,2,1.86665,,
Dark_2,o,5,Dark_2-NOM-5,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_3,o,5,Dark_3-NOM-5,0.468134,0.501372,16610,19.4997,584.755,4,118.799,0.033347,1,0.500202,2,1.0004,,
Dark_3,o,5,Dark_3-NOM-5,0.63508,0.317413,38422.9,15.4785,464.171,1,120.032,0.20008,1,0.900361,2,1.80072,,
Dark_3,o,5,Dark_3-NOM-5,0.116605,0.0582791,-40346.4,-19.3617,-580.624,1,120.032,,0,2.0008,1,2.0008,,
Dark_3,o,5,Dark_3-NOM-5,0.893783,0.446896,149.39,16.3929,491.792,1,0.899991,0.33333,1,0.833325,2,1.66665,,
Dark_3,o,5,Dark_3-NOM-5,0.0689733,0.034487,11635.9,180,5400.05,0,0,,0,1.99998,1,1.99998,,
Light_1,o,5,Light_1-NOM-5,0.772386,0.386037,575.671,-0.801478,-24.0325,1,120.032,,0,2.00081,1,2.00081,,
Light_1,o,5,Light_1-NOM-5,10.0132,5.00459,-2383.14,-3.63402,-108.977,1,120.032,0.0800316,5,0.320129,5,1.60064,,
Light_1,o,5,Light_1-NOM-5,0.0900963,0.0450301,1186.63,1.71429,51.4052,1,120.032,,0,2.0008,1,2.0008,,
Light_1,o,5,Light_1-NOM-5,66.4966,0.55476,1174.39,-0.948892,-28.467,21,116.899,0.448329,40,2.48941,41,102.066,,
Light_1,o,5,Light_1-NOM-5,5.56003,0.0463855,9135.69,88.3105,2649.34,0,0,,0,119.999,1,119.999,,
Light_2,o,5,Light_2-NOM-5,0.775308,0.387498,-3751.52,-4.31794,-129.476,1,120.032,,0,2.00081,1,2.00081,,
Light_2,o,5,Light_2-NOM-5,0.843715,0.421688,1613.14,-6.44783,-193.358,3,119.865,0.266773,1,0.867014,2,1.73403,,
Light_2,o,5,Light_2-NOM-5,0.140892,0.0704178,22991.3,14.0268,420.635,2,119.599,,0,2.0008,1,2.0008,,
Light_2,o,5,Light_2-NOM-5,0.736626,0.368317,-5653.7,-11.3206,-339.62,2,0.066666,0.133332,1,0.933324,2,1.86665,,
Light_2,o,5,Light_2-NOM-5,0.0207332,0.0103667,17363.5,180,5400.05,0,0,,0,1.99998,1,1.99998,,
Light_3,o,5,Light_3-NOM-5,0.494502,0.247151,-3030.47,5.01842,150.489,1,120.032,,0,2.00081,1,2.00081,,
Light_3,o,5,Light_3-NOM-5,0.854774,0.427216,-3364.97,-8.06994,-242.001,2,119.932,0.233427,1,0.883687,2,1.76737,,
Light_3,o,5,Light_3-NOM-5,0.148614,0.0742773,-1442.93,-1.79697,-53.8915,1,120.032,,0,2.0008,1,2.0008,,
Light_3,o,5,Light_3-NOM-5,0.976784,0.488397,-14811.3,-10.0215,-300.649,1,1.99998,0.299997,2,0.466662,3,1.39999,,
Light_3,o,5,Light_3-NOM-5,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_1,o,15,Dark_1-Cont-15,0,0,,,,3,119.032,,0,2.0008,1,2.0008,,
Dark_1,o,15,Dark_1-Cont-15,0.127715,0.0010649,47407.7,180,5400.05,0,0,,0,119.999,1,119.999,,
Dark_1,o,15,Dark_1-Cont-15,33.2021,0.27684,-357.439,-1.34687,-40.4066,14,109.966,0.114814,9,11.8965,10,118.965,,
Dark_1,o,15,Dark_1-Cont-15,23.8531,0.198888,3862.53,1.7125,51.3756,5,91.9324,0.177776,15,7.33326,16,117.332,,
Dark_1,o,15,Dark_1-Cont-15,28.5625,0.238156,157.445,2.8999,86.9979,15,37.7663,,0,119.999,1,119.999,,
Dark_1,o,15,Dark_1-Cont-15,30.0762,0.252532,1622.51,2.88683,86.6058,14,82.7325,0.184998,20,4.82079,24,115.699,,
Dark_2,o,15,Dark_2-Cont-15,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,o,15,Dark_2-Cont-15,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_2,o,15,Dark_2-Cont-15,0.34675,0.173377,-4851.54,-12.3075,-369.229,0,0,,0,1.99998,1,1.99998,,
Dark_2,o,15,Dark_2-Cont-15,0.186097,0.0930494,10807.8,-0.293936,-8.81815,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,o,15,Dark_2-Cont-15,0.787293,0.39365,4111.57,32.3866,971.608,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,o,15,Dark_2-Cont-15,0.140212,0.0701067,-22129.7,1.82891,54.8677,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-Cont-15,0.0438054,0.0218939,96522.4,68.451,2052.7,1,120.032,,0,2.0008,1,2.0008,,
Dark_3,o,15,Dark_3-Cont-15,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-Cont-15,0.237492,0.118747,-15099.5,12.0762,362.289,0,0,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-Cont-15,0.209593,0.104798,5955.35,14.913,447.394,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-Cont-15,0.821026,0.410517,-925.111,12.6655,379.968,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-Cont-15,0.707942,0.353975,7630.04,1.1171,33.5133,1,1.33332,,0,1.99998,1,1.99998,,
Light_1,o,15,Light_1-Cont-15,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Light_1,o,15,Light_1-Cont-15,0.206492,0.0017227,49643.6,178.98,5369.45,0,0,,0,119.999,1,119.999,,
Light_1,o,15,Light_1-Cont-15,86.7328,0.75772,1653.71,0.20883,6.26496,39,73.9326,0.301547,43,3.22497,32,103.199,,
Light_1,o,15,Light_1-Cont-15,42.1515,0.351657,557.16,2.38225,71.4683,94,77.0659,0.280699,19,5.73328,20,114.666,,
Light_1,o,15,Light_1-Cont-15,39.2653,0.327578,-372.099,3.57639,107.293,117,25.7997,,0,119.999,1,119.999,,
Light_1,o,15,Light_1-Cont-15,59.7083,0.498405,-228.471,-0.308119,-9.24365,50,72.6659,0.587648,27,3.71901,28,104.132,,
Light_2,o,15,Light_2-Cont-15,11.4597,5.72758,4333.88,17.8224,534.462,2,119.999,0.0466856,5,0.294562,6,1.76737,,
Light_2,o,15,Light_2-Cont-15,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Light_2,o,15,Light_2-Cont-15,0.233219,0.116611,-13196.1,-10.6571,-319.716,0,0,,0,1.99998,1,1.99998,,
Light_2,o,15,Light_2-Cont-15,0.267084,0.133543,6261.55,-0.171807,-5.15426,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,o,15,Light_2-Cont-15,0.67445,0.337228,15533.3,22.1221,663.669,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,o,15,Light_2-Cont-15,0.520917,0.260461,14941.2,23.7213,711.647,1,1.99998,0.266664,1,0.866658,2,1.73332,,
Light_3,o,15,Light_3-Cont-15,0.433529,0.216677,29610.3,10.751,322.402,9,117.032,,0,2.0008,1,2.0008,,
Light_3,o,15,Light_3-Cont-15,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Light_3,o,15,Light_3-Cont-15,0.314195,0.157099,11177.8,13.1291,393.876,0,0,,0,1.99998,1,1.99998,,
Light_3,o,15,Light_3-Cont-15,0.20283,0.101416,-13158.3,-21.0217,-630.656,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,15,Light_3-Cont-15,0.762567,0.381287,9195.26,12.9139,387.421,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,15,Light_3-Cont-15,0.608913,0.30446,14468.6,37.3178,1119.55,1,0.433329,,0,1.99998,1,1.99998,,
Dark_1,o,15,Dark_1-NOM-15,0.651889,0.325813,-11641.7,-15.4225,-462.499,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,o,15,Dark_1-NOM-15,0.0730667,0.0365184,-5401.24,-11.6376,-348.985,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,o,15,Dark_1-NOM-15,1.86973,0.934492,10581.5,10.412,312.235,1,120.032,0.0833667,4,0.333467,5,1.66734,,
Dark_1,o,15,Dark_1-NOM-15,31.0676,0.259043,-2815.23,-1.23376,-37.0131,33,96.099,0.199998,15,7.31243,16,116.999,,
Dark_1,o,15,Dark_1-NOM-15,13.2165,0.1102,2467.11,2.6537,79.6118,1,119.999,0.066666,1,59.9661,2,119.932,,
Dark_1,o,15,Dark_1-NOM-15,2.47471,0.0206342,56408.7,23.4496,703.495,1,0.033333,0.066666,1,59.9661,2,119.932,,
Dark_1,o,15,Dark_1-NOM-15,20.2794,0.169091,4968.97,5.66342,169.904,19,112.466,0.144443,12,9.09734,13,118.265,,
Dark_2,o,15,Dark_2-NOM-15,0.711138,0.355426,10924.6,0.00837452,0.240662,1,120.032,0.200081,1,0.900363,2,1.80073,,
Dark_2,o,15,Dark_2-NOM-15,0.42193,0.210879,19794.5,8.59731,257.814,1,120.032,,0,2.00082,1,2.00082,,
Dark_2,o,15,Dark_2-NOM-15,0.57724,0.288503,7917.83,26.5845,797.216,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,o,15,Dark_2-NOM-15,0.240758,0.12038,5616.09,-17.9857,-539.575,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,o,15,Dark_2-NOM-15,0.173682,0.0868421,-40874.7,-36.3721,-1091.17,1,1.99998,,0,1.99998,1,1.99998,,
Dark_2,o,15,Dark_2-NOM-15,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_2,o,15,Dark_2-NOM-15,0.186412,0.0932067,-3359.45,12.2822,368.468,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-NOM-15,0.803128,0.401403,4858.5,18.3129,549.175,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,o,15,Dark_3-NOM-15,0.257636,0.128765,13016.7,10.7899,323.565,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,o,15,Dark_3-NOM-15,0.366177,0.183016,-18842.7,-22.5538,-676.345,8,116.566,,0,2.0008,1,2.0008,,
Dark_3,o,15,Dark_3-NOM-15,0.253417,0.12671,29607.3,7.78962,233.691,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-NOM-15,0.169604,0.0848029,-18518.7,-7.83707,-235.115,1,1.99998,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-NOM-15,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Dark_3,o,15,Dark_3-NOM-15,0.216139,0.108071,-1798.25,5.89105,176.733,1,1.99998,,0,1.99998,1,1.99998,,
Light_1,o,15,Light_1-NOM-15,0.493421,0.246611,-5732.59,-1.14246,-34.2669,1,120.032,,0,2.00081,1,2.00081,,
Light_1,o,15,Light_1-NOM-15,0.117455,0.0587033,-6976.62,-16.6449,-499.143,1,120.032,,0,2.00082,1,2.00082,,
Light_1,o,15,Light_1-NOM-15,0.459801,0.229808,-2688.89,-4.24507,-127.295,2,119.865,,0,2.0008,1,2.0008,,
Light_1,o,15,Light_1-NOM-15,38.1574,0.318335,1799.8,-3.2918,-98.7549,47,70.0993,0.213331,25,4.41021,26,114.666,,
Light_1,o,15,Light_1-NOM-15,21.0318,0.175462,326.04,1.55366,46.6104,10,98.8657,0.12857,14,7.87992,15,118.199,,
Light_1,o,15,Light_1-NOM-15,13.6518,0.113893,79626.6,39.1444,1174.34,3,0.099999,0.066666,5,19.9442,6,119.665,,
Light_1,o,15,Light_1-NOM-15,33.9426,0.283173,1338.01,4.74216,142.266,36,89.6991,0.139681,21,5.32116,22,117.065,,
Light_2,o,15,Light_2-NOM-15,0.612295,0.306024,-11149.5,-4.67815,-140.29,1,120.032,,0,2.00081,1,2.00081,,
Light_2,o,15,Light_2-NOM-15,0.336983,0.168423,-12583.2,-22.4587,-673.484,1,120.032,,0,2.00082,1,2.00082,,
Light_2,o,15,Light_2-NOM-15,0.225164,0.112537,11366.5,18.5354,555.838,4,118.865,,0,2.0008,1,2.0008,,
Light_2,o,15,Light_2-NOM-15,0.362698,0.181351,-29826.6,-21.2155,-636.47,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,o,15,Light_2-NOM-15,0.17916,0.089581,29949.7,23.1849,695.554,1,1.99998,,0,1.99998,1,1.99998,,
Light_2,o,15,Light_2-NOM-15,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Light_2,o,15,Light_2-NOM-15,0.250547,0.125275,-6784.53,-33.69,-1010.71,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,15,Light_3-NOM-15,0.463309,0.231562,12191.1,-6.03484,-180.972,1,120.032,0.266775,1,0.867016,2,1.73403,,
Light_3,o,15,Light_3-NOM-15,0.334706,0.167285,-2070.93,4.3568,130.65,1,120.032,0.166735,1,0.917042,2,1.83408,,
Light_3,o,15,Light_3-NOM-15,0.511472,0.255633,1395.89,3.08227,92.4399,1,120.032,,0,2.0008,1,2.0008,,
Light_3,o,15,Light_3-NOM-15,0.171232,0.085617,11990.7,14.7661,442.989,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,15,Light_3-NOM-15,0.213385,0.106693,11885.1,12.2086,366.26,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,15,Light_3-NOM-15,0,0,,,,0,0,,0,1.99998,1,1.99998,,
Light_3,o,15,Light_3-NOM-15,0.184082,0.0920421,-4055.11,4.23623,127.088,1,1.99998,,0,1.99998,1,1.99998,,
Dark_1,o,25,Dark_1-Cont-25,0.499873,0.249834,-5423.18,3.83866,115.113,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,o,25,Dark_1-Cont-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,o,25,Dark_1-Cont-25,0,0,,,,,,,0,2.0008,1,2.0008,,
Dark_1,o,25,Dark_1-Cont-25,28.5281,0.237869,-278.877,4.74173,142.253,40,69.1326,0.208331,12,9.03837,13,117.499,,
