Dark.Light,Salinity,Size,Concentration,Distance_moved_Total,Velocity_Mean,Meander,Turn angle,Angular velocity,In_zone_Frequency,In_zone_Cumulative_duration,Movement,Freezing_Mean,Freezing_Frequency,Freezing_duration
Dark,25,L,C2,111.443,0.960453,40.4602,1.25797,37.7394,123,52.0995,93,0.866998,98,84.9658
Dark,15,o,Cont,16.2125,0.135181,6531.86,-1.68073,-50.4224,18,115.099,6,16.9998,7,118.999
Dark,25,L,C2,58.5379,0.489862,-301.372,-1.57344,-47.2038,18,85.2658,11,9.07683,13,117.999
Dark,15,o,Cont,30.8088,0.257172,1752.45,0.670645,20.1195,15,110.432,20,5.90327,20,118.065
Dark,25,L,C2,74.5333,0.625285,651.826,-0.985367,-29.5613,33,81.2325,23,4.16786,27,112.532
Dark,25,L,C2,131.98,1.10168,-74.7153,2.3949,71.8477,48,48.9328,44,1.42813,45,64.266
Dark,15,o,Cont,102.943,0.860738,261.424,0.591554,17.7468,66,86.6325,38,2.45297,39,95.6657
Dark,20,L,C2,1.82848,0.015246,11824.1,179.747,5392.45,0,0,0,119.999,1,119.999
Dark,15,o,Cont,67.6923,0.564736,208.63,0.500148,15.0046,31,96.799,29,3.58219,30,107.466
Dark,20,L,C2,152.257,1.34425,31.3172,2.63331,79.0001,73,54.5995,66,0.561822,62,34.833
Dark,20,L,C2,59.4487,0.504092,185.881,0.214791,6.44378,75,66.4993,39,2.63098,43,113.132
Dark,20,L,C2,45.2399,0.393395,-51.4676,1.23664,37.0996,59,47.4995,40,2.43766,46,112.132
Dark,25,L,C3,43.1442,0.360439,-1176.7,2.12883,63.8655,62,62.7994,9,10.8211,11,119.032
Dark,15,L,C2,41.9389,0.354816,882.086,0.307345,9.22045,25,69.466,23,4.64395,25,116.099
Dark,20,L,C3,37.6559,0.320661,-879.461,-1.1596,-34.7885,42,62.7327,15,5.54756,21,116.499
Dark,15,o,Cont,95.4266,0.807339,-289.394,-1.79955,-53.9871,84,69.5993,50,2.02798,50,101.399
Dark,20,L,C3,58.0618,0.576206,-342.438,0.776938,23.3084,67,64.5994,32,3.12497,32,99.999
Dark,25,L,C3,82.7047,0.784682,-657.409,0.125628,3.76887,40,37.4996,73,1.09156,87,94.9657
Dark,15,L,C3,1.09925,0.00916558,11816.2,180,5400.05,1,0.033333,1,59.9661,2,119.932
Dark,15,L,C2,38.0842,0.317548,-176.191,0.0806582,2.41977,29,59.7327,18,6.20871,19,117.965
Dark,25,L,C3,72.1564,0.611674,-419.911,-0.05481,-1.64432,48,65.266,29,3.20502,33,105.766
Dark,15,o,Cont,16.5446,0.13795,-2122.16,-0.894488,-26.8349,1,119.999,0,119.999,1,119.999
Dark,15,L,C2,59.2504,0.496101,380.412,-0.0262249,-0.786755,32,91.5991,17,6.45179,18,116.132
Dark,25,L,C3,36.1706,0.301592,1003.04,2.84186,85.2566,20,56.8328,17,6.59993,18,118.799
Dark,25,L,C3,18.7008,0.155928,-2725.17,0.21865,6.55957,1,119.999,1,59.9494,2,119.899
Dark,15,L,C2,53.7669,0.458766,-682.516,-0.749787,-22.4938,38,49.8662,69,1.5283,73,111.566
Dark,20,L,C3,74.2285,0.626231,-329.583,1.34012,40.2041,36,51.0328,31,3.24605,34,110.366
Dark,15,L,C3,20.7052,0.172641,2374.15,3.36157,100.848,1,119.999,0,119.999,1,119.999
Dark,20,L,C2,77.9871,0.656096,154.806,-0.375321,-11.2597,97,43.4662,109,0.966359,112,108.232
Dark,25,L,C3,33.2617,0.277646,1769.3,5.80692,174.209,14,44.5662,7,14.9457,8,119.565
Dark,15,L,C2,89.6106,0.760278,-123.455,0.653436,19.6033,36,51.8661,45,2.37109,45,106.699
Dark,15,L,C3,33.8332,0.282102,-2108.48,-1.70451,-51.1359,22,107.066,20,5.60471,21,117.699
Dark,25,L,C3,72.2616,0.60998,78.6441,0.878847,26.3657,46,63.2327,46,2.34324,47,110.132
Dark,15,L,C3,78.8737,0.658751,423.498,-1.31724,-39.5175,18,50.5662,22,4.97531,23,114.432
Dark,15,L,C2,6.72643,0.0560853,26496.3,158.326,4749.84,0,0,0,119.999,1,119.999
Dark,20,L,C3,142.831,1.22253,-102.007,-0.575822,-17.2748,51,60.6661,46,1.25332,45,56.3994
Dark,20,L,C3,105.898,0.89141,-221.783,0.516586,15.4977,83,46.4329,49,1.83998,50,91.9991
Dark,25,LT,LT,12.1125,0.100994,4569.05,3.3499,100.498,1,119.999,0,119.999,1,119.999
Dark,25,LT,LT,59.7677,0.498346,-150.562,-0.593819,-17.8147,29,74.6993,5,19.6554,6,117.932
Dark,25,LT,LT,2.45293,0.0204527,13314.4,173.329,5199.92,0,0,0,119.999,1,119.999
Dark,25,LT,LT,48.3884,0.403465,533.832,-1.7397,-52.1916,20,63.866,12,9.0076,13,117.099
Dark,20,LT,LT,35.2163,0.293635,-502.634,1.71059,51.3181,17,102.932,6,17.0998,7,119.699
Dark,15,LT,LT,4.09353,0.0341321,3611.4,50.3189,1509.58,62,2.16664,1,59.9661,2,119.932
Dark,25,LT,LT,4.16879,0.0347596,39278.2,110.676,3320.31,0,0,0,119.999,1,119.999
Dark,20,LT,LT,20.258,0.168912,1722.13,0.568875,17.0664,1,119.999,0,119.999,1,119.999
Dark,15,Dark-Light,LT,101.861,0.855023,-91.2406,0.264162,7.92493,46,66.7993,50,1.71409,52,89.1324
Dark,20,LT,LT,14.8622,0.123921,-371.227,-1.76373,-52.9123,1,119.999,1,59.9161,2,119.832
Dark,15,LT,LT,21.5745,0.179889,-45.2991,-1.89374,-56.8127,7,112.132,3,29.7914,4,119.165
Dark,25,S,C3,81.7096,0.683579,78.5623,1.10216,33.0651,69,87.9991,37,2.63331,39,102.699
Dark,20,LT,LT,49.0467,0.427862,-428.908,0.667627,20.029,22,95.2657,20,5.09843,22,112.166
Dark,15,LT,LT,86.0542,0.749609,-172.137,-0.464697,-13.9411,81,50.4995,46,2.15798,50,107.899
Dark,20,LT,LT,78.4077,0.669586,138.551,-0.272025,-8.16084,31,70.466,56,1.76546,56,98.8657
Dark,25,S,C3,20.2673,0.16899,3167.1,2.93878,88.1644,3,119.432,1,59.5994,2,119.199
Dark,15,S,C3,44.7542,0.375249,1012.36,0.127425,3.82278,34,83.9658,26,4.04709,29,117.365
Dark,25,S,C3,109.086,0.962251,41.4601,0.0758394,2.2752,77,68.966,60,1.33762,62,82.9325
Dark,25,S,C3,59.0974,0.494682,1772.55,1.5171,45.5133,58,83.8992,27,3.95234,28,110.666
Dark,15,S,C3,17.2387,0.143738,2196.44,4.25016,127.506,2,119.965,7,14.9374,8,119.499
Dark,15,S,C3,23.0534,0.19222,644.298,4.11499,123.451,1,119.999,0,119.999,1,119.999
Dark,25,S,C3,92.7481,0.806046,23.2883,-0.894216,-26.8267,56,48.7662,45,2.01731,50,100.866
Dark,25,S,C3,40.3575,0.336503,-1760.92,1.26585,37.9758,24,46.4329,25,4.4756,26,116.366
Dark,15,S,C3,95.3065,0.811357,-1273.61,-0.639769,-19.1933,85,76.4659,49,1.98731,50,99.3657
Dark,15,S,C3,16.2124,0.13518,-207.213,1.99705,59.9121,1,119.999,0,119.999,1,119.999
Dark,25,S,C3,93.0201,0.776038,-329.307,-0.0980744,-2.94226,24,48.3329,44,2.1459,45,96.5657
Dark,20,S,C3,44.9966,0.376545,-1277.08,-0.841598,-25.2482,30,80.7659,40,2.8333,41,116.166
Dark,20,S,C3,101.755,0.951283,-645.547,0.988245,29.6477,69,46.4662,67,1.04637,69,72.1993
Dark,20,S,C3,8.61573,0.0718783,9333.41,6.51994,195.6,9,11.7665,6,16.976,7,118.832
Dark,20,S,C3,36.585,0.309085,562.036,0.632021,18.9608,22,81.3659,22,4.47303,26,116.299
Dark,25,o,Cont,116.092,0.971219,-392.275,1.18965,35.6899,92,66.3993,110,0.689084,110,75.7992
Dark,25,o,Cont,62.5256,0.52543,263.494,-0.883855,-26.5159,40,66.566,34,3.25235,35,113.832
Dark,25,o,Cont,65.8509,0.550598,-57.7581,0.65206,19.562,47,77.1326,29,3.75441,30,112.632
Dark,25,L,C1,52.5512,0.439028,455.878,1.33042,39.9131,10,5.23328,11,9.5999,12,115.199
Dark,25,o,Cont,119.254,1.00666,-103.551,-0.282981,-8.48953,64,68.3327,69,0.93429,69,64.466
Dark,20,L,C1,65.5365,0.548122,-63.3192,1.26336,37.9011,43,48.8995,63,1.77617,63,111.899
Dark,25,L,C1,67.3395,0.561792,177.867,0.977463,29.3242,24,33.133,13,8.13801,14,113.932
Dark,20,L,C1,138.543,1.20091,-113.449,0.15484,4.64526,30,52.8328,46,1.85071,46,85.1325
Dark,20,o,Cont,18.5988,0.155078,-1903.64,0.598693,17.961,2,119.965,4,23.7998,5,118.999
Dark,25,L,C1,164.414,1.4414,38.7375,3.39807,101.943,47,49.1995,47,0.580696,38,22.0664
Dark,20,o,Cont,131.026,1.0925,228.946,2.28979,68.6944,35,66.0327,52,1.30768,52,67.9993
Dark,20,L,C1,207.88,1.77021,9.387,-3.77745,-113.325,66,32.8663,29,0.282664,25,7.0666
Dark,25,o,Cont,65.2846,0.544649,-129.223,-0.450773,-13.5233,15,88.9324,22,4.52459,23,104.066
Dark,25,L,C1,27.6368,0.230565,1471.34,3.63086,108.927,12,86.6658,21,5.64439,21,118.532
Dark,20,o,Cont,49.4061,0.414485,70.1527,-0.105638,-3.16918,28,64.766,35,3.24626,36,116.865
Dark,20,L,C1,23.6764,0.197415,10432,70.2259,2106.8,1,119.999,0,119.999,1,119.999
Dark,20,o,Cont,121.774,1.06261,470.742,-1.73591,-52.0778,62,53.9328,76,0.910467,70,63.7327
Dark,20,o,Cont,31.2795,0.261246,-1384.52,2.01391,60.4178,7,81.8658,23,4.90967,24,117.832
Dark,20,L,C1,31.6243,0.263832,-2512.08,-1.88331,-56.4999,10,42.6662,5,19.8387,6,119.032
Dark,25,L,C1,74.0807,0.618893,-157.341,0.472181,14.1656,17,92.7657,46,2.17657,47,102.299
Dark,25,o,Cont,97.4064,0.818779,269.293,-0.937312,-28.1196,28,58.4994,55,1.47718,57,84.1992
Dark,25,L,C1,75.0462,0.637431,-85.6811,-2.00727,-60.2188,33,49.6328,47,2.24731,50,112.366
Dark,20,o,Cont,83.9671,0.811024,54.3106,1.02082,30.6249,32,55.4994,46,1.65573,58,96.0324
Dark,25,L,C1,73.307,0.614825,-401.631,-0.904084,-27.1228,34,71.6659,48,2.23331,47,104.966
Dark,25,o,Cont,72.6556,0.65358,966.736,-0.595864,-17.8761,84,54.1328,77,1.2059,79,95.2657
Dark,20,o,Cont,89.476,0.752539,42.5545,0.618544,18.5565,57,47.2662,53,2.00739,54,108.399
Dark,25,o,Cont,103.678,0.864473,-197.272,0.440182,13.2056,64,47.5662,45,1.98621,46,91.3658
Dark,15,L,C1,21.5777,0.179916,-1058.68,-0.0904785,-2.71438,0,0,0,119.999,1,119.999
Dark,25,L,C2,137.743,1.15687,71.9884,-1.74367,-52.3107,74,41.9662,37,1.52734,39,59.5661
Dark,25,o,Cont,98.832,0.829136,-392.353,1.27028,38.1089,24,11.0999,26,3.67139,28,102.799
Dark,20,L,C2,18.0134,0.150197,2993.27,-0.524921,-15.7478,3,117.732,3,29.883,4,119.532
Dark,20,o,Cont,11.9433,0.0995834,2063.23,1.0226,30.6784,1,119.999,0,119.999,1,119.999
Dark,15,L,C1,81.2728,0.686819,23.9677,-0.672419,-20.1728,78,82.8325,37,2.95616,35,103.466
Dark,15,o,Cont,79.4004,0.671374,998.787,1.10671,33.2015,58,54.3661,42,2.37257,45,106.766
Dark,15,o,Cont,127.012,1.05903,203.333,-1.96524,-58.9577,38,89.4324,55,1.05951,56,59.3327
Dark,25,L,C2,163.871,1.37132,-115.583,-0.824909,-24.7475,54,26.1997,29,0.557466,29,16.1665
Dark,25,L,C2,105.327,0.905396,357.111,1.20605,36.182,109,55.2328,87,1.01722,89,90.5324
Dark,15,o,Cont,16.5995,0.138407,-145.054,-0.51734,-15.5204,3,119.832,8,13.2295,9,119.065
Dark,25,L,C2,97.5438,0.834429,390.259,1.02954,30.8865,35,18.1665,36,2.69581,40,107.832
Dark,15,o,Cont,36.5022,0.305546,1428.78,-0.690206,-20.7064,39,102.532,25,4.21067,28,117.899
Dark,25,L,C2,73.591,0.62578,-1383.63,1.16613,34.9842,119,84.4658,21,4.38396,25,109.599
Dark,25,L,C2,134.24,1.12242,-107.623,2.45446,73.6346,50,57.5328,52,0.99433,53,52.6995
Dark,15,o,Cont,106.603,0.895334,33.9603,-1.21066,-36.3201,66,79.1992,49,1.92151,48,92.2324
Dark,20,L,C2,3.97586,0.0331509,11024.3,178.098,5343,0,0,0,119.999,1,119.999
Dark,15,o,Cont,68.8056,0.574023,-247.452,0.58694,17.6084,30,92.6991,34,2.99521,35,104.832
Dark,20,L,C2,167.617,1.45967,207.22,3.18332,95.5006,62,48.9328,60,0.363633,55,19.9998
Dark,20,L,C2,57.2475,0.490838,-869.68,0.286228,8.58694,56,77.4992,23,3.90353,28,109.299
Dark,20,L,C2,37.3748,0.312241,-965.845,-2.17245,-65.1742,18,15.6998,22,5.10864,23,117.499
Dark,25,L,C3,50.8727,0.425243,-630.487,-0.378969,-11.3692,42,53.0328,17,6.94307,17,118.032
Dark,15,L,C2,43.5124,0.376409,-931.114,1.58756,47.6273,17,67.766,22,4.18144,27,112.899
Dark,20,L,C3,41.3276,0.345167,-2123.99,0.315033,9.45109,27,60.9661,28,4.00916,29,116.266
Dark,15,o,Cont,110.119,0.939595,-204.441,-0.188283,-5.64856,67,40.2663,60,1.48554,60,89.1324
Dark,20,L,C3,69.3251,0.67613,-254.265,-0.564648,-16.9396,59,60.8661,37,2.2385,45,100.732
Dark,25,L,C3,70.9443,0.736708,-547.989,0.182823,5.48474,49,31.5664,66,1.04822,85,89.0991
Dark,15,L,C3,11.9711,0.0998158,10542.3,179.506,5385.24,4,0.133332,4,23.9464,5,119.732
Dark,15,L,C2,46.3342,0.388822,31.7832,-1.27724,-38.3176,25,37.733,27,4.33452,27,117.032
Dark,25,L,C3,67.0239,0.55947,215.014,1.08859,32.6579,42,71.3326,27,3.96187,28,110.932
Dark,15,o,Cont,12.9906,0.108316,358.616,-0.181974,-5.45928,1,119.999,0,119.999,1,119.999
Dark,15,L,C2,52.1146,0.443533,-6.76517,0.891943,26.7586,31,83.9658,19,4.97966,23,114.532
Dark,25,L,C3,33.148,0.276697,1254.43,1.07032,32.1098,33,63.0994,23,4.92495,24,118.199
Dark,25,L,C3,16.1906,0.134998,-2811.93,0.822442,24.6735,1,119.999,0,119.999,1,119.999
Dark,15,L,C2,41.5931,0.347385,-241.304,0.898721,26.9619,19,55.9994,13,8.47134,14,118.599
Dark,20,L,C3,71.5609,0.616379,195.544,0.174452,5.23361,39,34.5997,24,3.96187,28,110.932
Dark,15,L,C3,20.5769,0.171571,871.345,-0.0435112,-1.30535,1,119.999,0,119.999,1,119.999
Dark,20,L,C2,47.2419,0.394893,978.959,0.173551,5.20659,29,66.2327,20,5.52534,21,116.032
Dark,25,L,C3,29.4299,0.245729,1870.69,2.14839,64.4524,25,53.6661,15,7.37284,16,117.965
Dark,15,L,C2,69.099,0.580995,-177.229,0.343963,10.319,26,49.7995,28,3.83329,30,114.999
Dark,15,L,C3,29.244,0.243973,915.558,0.318763,9.56298,9,61.1994,12,9.15375,13,118.999
Dark,25,L,C3,107.085,0.91657,-121.113,1.58906,47.6722,38,47.1329,48,1.75465,50,87.7325
Dark,15,L,C3,102.086,0.854281,0.957946,0.610463,18.3141,31,47.0329,26,3.5333,27,95.399
Dark,15,L,C2,7.05689,0.0588407,24443.9,144.929,4347.91,0,0,1,59.9661,2,119.932
Dark,20,L,C3,178.228,1.53206,49.3948,2.37689,71.3073,55,46.6329,23,1.16041,16,18.5665
Dark,20,L,C3,98.2627,0.820231,0.112023,0.0833499,2.50052,33,15.9332,23,4.42634,24,106.232
Dark,25,LT,LT,12.244,0.102091,1274.03,0.0190026,0.570084,1,119.999,1,59.9661,2,119.932
Dark,25,LT,LT,74.1324,0.618119,963.198,0.39579,11.8738,30,81.0325,13,8.14516,14,114.032
Dark,25,LT,LT,3.1984,0.0266685,12599.8,160.215,4806.5,0,0,0,119.999,1,119.999
Dark,25,LT,LT,48.7126,0.406168,1317.15,0.956806,28.7045,7,45.3662,10,10.4514,11,114.966
Dark,20,LT,LT,50.2685,0.421484,-379.515,-0.669433,-20.0832,35,81.7992,24,4.49867,26,116.965
Dark,15,LT,LT,5.29221,0.0441267,8990.25,76.9482,2308.47,153,5.53328,0,119.999,1,119.999
Dark,25,LT,LT,7.91076,0.0659603,31485.7,121.473,3644.23,1,0.033333,3,29.958,4,119.832
Dark,20,LT,LT,18.6075,0.15515,2657.76,2.86789,86.0376,1,119.999,3,29.9414,4,119.765
Dark,15,LT,LT,97.747,0.882468,90.6264,0.115596,3.4679,45,47.5662,59,1.41072,59,83.2325
Dark,20,LT,LT,25.2223,0.210305,1373.34,4.31734,129.521,1,119.999,3,29.9247,4,119.699
Dark,15,LT,LT,38.6644,0.323014,-210.741,0.274827,8.24489,24,64.2327,22,5.15212,23,118.499
Dark,25,S,C3,81.6132,0.686601,34.1247,0.796707,23.9015,84,72.3659,51,1.90245,54,102.732
Dark,20,LT,LT,59.2737,0.536905,1498.43,-0.18045,-5.41354,50,86.2325,30,4.73039,23,108.799
Dark,15,LT,LT,92.6027,0.793745,21.4136,-1.60642,-48.1932,76,48.6662,53,1.72617,56,96.6657
Dark,20,LT,LT,118.889,1.03563,118.757,-2.3142,-69.4268,38,44.4996,66,0.965164,67,64.666
Dark,25,S,C3,19.9813,0.166605,999.684,0.607043,18.2115,2,119.965,4,23.7731,5,118.865
Dark,15,S,C3,58.717,0.510736,-644.115,0.84737,25.4213,50,29.033,70,1.44241,77,111.066
Dark,25,S,C3,157.113,1.34747,291.225,1.679,50.3706,100,61.2661,69,0.975971,68,66.366
Dark,25,S,C3,55.0911,0.459992,937.962,1.70133,51.0403,52,87.0658,26,4.21477,27,113.799
Dark,15,S,C3,19.7423,0.164612,2503.66,-0.338696,-10.161,3,119.699,4,23.9131,5,119.565
Dark,15,S,C3,27.5666,0.229852,-1409.92,-1.73321,-51.9969,9,100.066,6,16.9474,7,118.632
Dark,25,S,C3,97.1419,0.826514,28.8323,-0.687505,-20.6254,53,45.8329,37,2.57433,39,100.399
Dark,25,S,C3,40.2385,0.335511,717.973,2.6071,78.2137,35,42.8329,44,2.5896,45,116.532
Dark,15,S,C3,106.174,0.897509,53.1801,0.81244,24.3734,79,78.1326,59,1.51934,62,94.1991
Dark,15,S,C3,18.0473,0.150479,2413.73,1.1156,33.4684,1,119.999,0,119.999,1,119.999
Dark,25,S,C3,70.5413,0.592624,132.007,-0.522378,-15.6715,22,58.2661,30,3.55621,32,113.799
Dark,20,S,C3,55.1983,0.467523,-274.275,0.175692,5.27082,36,41.6996,35,3.02716,38,115.032
Dark,20,S,C3,86.035,0.829661,46.0933,1.00346,30.1041,77,69.9326,64,1.10088,75,82.5658
Dark,20,S,C3,14.4868,0.121061,349.308,0.682563,20.4771,301,67.766,3,39.8107,3,119.432
Dark,20,S,C3,29.7628,0.25159,-3749.92,0.763783,22.9137,50,55.8661,8,9.09478,13,118.232
Light,25,o,Cont,27.6095,0.230209,-1465.44,-2.00141,-60.0429,27,92.8991,9,11.9199,10,119.199
Light,25,o,Cont,43.9423,0.366393,-227.262,0.39848,11.9545,30,75.5326,19,5.92827,20,118.565
Light,25,o,Cont,47.6544,0.397345,-16.3338,0.180276,5.40833,19,109.799,0,119.999,1,119.999
Light,25,L,C1,45.9831,0.385984,-6564.99,0.749073,22.4724,82,68.3993,37,2.99655,39,116.865
Light,25,o,Cont,50.8783,0.425883,-343.247,-2.28183,-68.4555,21,95.599,11,9.12042,13,118.565
Light,20,L,C1,25.6292,0.213698,-683.813,-1.1533,-34.5994,1,119.032,1,59.9661,2,119.932
Light,25,L,C1,26.8574,0.223938,-507.988,1.21699,36.5102,19,109.366,3,29.9497,4,119.799
Light,20,L,C1,39.4319,0.331642,625.296,2.21708,66.513,28,87.4325,22,5.10864,23,117.499
Light,20,o,Cont,11.3536,0.0946668,-2275.38,-1.14932,-34.48,1,119.999,0,119.999,1,119.999
Light,25,L,C1,64.5166,0.573656,-1680.33,-0.907022,-27.2109,37,79.4659,45,1.84677,57,105.266
Light,20,o,Cont,39.3502,0.328104,-120.533,-0.113975,-3.41928,16,81.7992,2,39.9329,3,119.799
Light,20,L,C1,80.6567,0.673268,550.629,1.13037,33.9116,45,93.2657,35,3.09806,35,108.432
Light,25,o,Cont,30.9749,0.258271,-1766.11,-1.11667,-33.5004,11,109.566,8,13.2813,9,119.532
Light,25,L,C1,40.1642,0.334891,1174.97,0.429949,12.8986,38,54.6661,37,3.08944,38,117.399
Light,20,o,Cont,40.6883,0.339261,22.5294,-0.333945,-10.0185,23,100.166,2,39.9552,3,119.865
Light,20,L,C1,4.15903,0.0346782,29638.9,151.552,4546.6,1,119.999,0,119.999,1,119.999
Light,20,o,Cont,52.0721,0.443171,-1158.2,-0.899732,-26.9922,27,91.5991,49,2.33059,49,114.199
Light,20,o,Cont,32.081,0.269214,-198.709,-3.87388,-116.217,28,59.9327,28,3.90774,30,117.232
Light,20,L,C1,19.1889,0.159998,1056.26,-0.397323,-11.9198,6,117.765,0,119.999,1,119.999
Light,25,L,C1,30.2345,0.252097,-1285.3,-2.2005,-66.0157,11,101.199,2,39.7329,3,119.199
Light,25,o,Cont,40.5173,0.337835,467.184,-0.391306,-11.7393,16,102.032,9,11.8065,10,118.065
Light,25,L,C1,63.4098,0.566333,1403.17,1.35843,40.7532,68,91.6324,104,0.951203,110,104.632
Light,20,o,Cont,49.2077,0.433807,-105.983,0.475461,14.264,16,52.5661,19,4.6694,24,112.066
Light,25,L,C1,45.9147,0.388562,2401.4,-0.220285,-6.60861,28,72.2993,48,2.32855,49,114.099
Light,25,o,Cont,60.9767,0.53756,-75.0907,0.940426,28.2131,46,65.666,59,1.75428,62,108.766
Light,20,o,Cont,18.6757,0.155805,45.3177,-1.14816,-34.4452,10,111.166,6,17.0284,7,119.199
Light,25,o,Cont,59.1858,0.507602,-1098.68,-0.595329,-17.8601,69,35.1996,58,1.97074,57,112.332
Light,15,L,C1,17.6182,0.149266,327.583,3.06455,91.9375,3,104.999,2,23.6331,5,118.165
Light,25,L,C2,55.3126,0.461712,877.706,0.885262,26.5581,69,99.599,40,2.90747,40,116.299
Light,25,o,Cont,40.0753,0.334708,88.1794,-1.23018,-36.9058,29,95.099,25,4.71462,25,117.865
Light,20,L,C2,11.7602,0.0980568,-1090.22,0.093317,2.79954,1,119.999,4,23.8331,5,119.165
Light,20,o,Cont,18.4737,0.154035,11483.8,-0.609235,-18.2772,1,119.999,1,59.8994,2,119.799
Light,15,L,C1,48.9002,0.42708,83.7582,2.8569,85.7077,74,52.3328,71,1.35771,82,111.332
Light,15,o,Cont,70.3581,0.58927,-1136.54,-1.33582,-40.0749,60,50.2662,77,1.35811,78,105.932
Light,15,o,Cont,55.5165,0.462899,-821.452,0.237993,7.13985,46,107.732,4,23.8264,5,119.132
Light,25,L,C2,59.295,0.494817,229.591,0.772745,23.1826,31,73.7326,26,4.49611,26,116.899
Light,25,L,C2,55.672,0.471269,249.161,-0.052669,-1.58009,60,78.1326,36,3.17497,36,114.299
Light,15,o,Cont,16.001,0.133417,1277.65,-0.399288,-11.9788,18,117.632,3,29.883,4,119.532
Light,25,L,C2,43.9509,0.367281,-340.875,-0.893798,-26.8142,54,91.5324,39,2.91497,40,116.599
Light,15,o,Cont,21.0037,0.17513,695.797,0.610341,18.3104,1,119.999,0,119.999,1,119.999
Light,25,L,C2,42.6512,0.355627,575.089,1.03468,31.0407,41,79.7659,53,2.15368,54,116.299
Light,25,L,C2,62.6787,0.5232,926.583,0.913621,27.4089,30,79.8659,18,6.46475,18,116.366
Light,15,o,Cont,42.4601,0.354231,558.805,-0.744797,-22.3441,31,95.2657,31,3.76018,31,116.566
Light,20,L,C2,0.729919,0.0060861,11142.6,180,5400.05,0,0,0,119.999,1,119.999
Light,15,o,Cont,39.5963,0.330156,996.625,1.10789,33.2371,23,71.366,21,5.36207,22,117.965
Light,20,L,C2,56.5105,0.471187,-400.912,-0.89844,-26.9535,41,96.6324,15,7.36451,16,117.832
Light,20,L,C2,30.2111,0.255236,-3561.01,-2.48668,-74.6011,42,74.7326,29,3.54946,33,117.132
Light,20,L,C2,30.2091,0.255651,-970.076,0.431118,12.9337,63,61.966,38,2.98288,39,116.332
Light,25,L,C3,31.9268,0.266356,-351.715,-0.867621,-26.0289,16,111.566,3,29.8914,4,119.565
Light,15,L,C2,47.2115,0.408526,-961.424,-1.9313,-57.9397,38,54.9328,61,1.81987,62,112.832
Light,20,L,C3,24.4848,0.204269,-2360.1,-4.04483,-121.346,1,119.999,0,119.999,1,119.999
Light,15,o,Cont,60.8811,0.508761,-443.676,-1.12443,-33.7331,39,84.9325,30,3.76985,31,116.865
Light,20,L,C3,29.4847,0.246255,906.668,2.10999,63.3003,28,105.532,8,13.1776,9,118.599
Light,25,L,C3,65.5089,0.62114,-477.125,0.436983,13.1096,36,45.2662,37,1.89443,54,102.299
Light,15,L,C3,0.0384249,0.000320567,9368.92,180,5400.05,0,0,0,119.999,1,119.999
Light,15,L,C2,29.1945,0.24424,2850.31,1.7262,51.7867,30,85.0658,18,6.22625,19,118.299
Light,25,L,C3,27.4981,0.229408,1063.63,1.00214,30.0646,31,92.9991,13,8.43563,14,118.099
Light,15,o,Cont,15.7579,0.131463,-3582.93,-0.217023,-6.51074,1,119.999,1,59.8494,2,119.699
Light,15,L,C2,47.1519,0.397463,-117.469,-0.660862,-19.8261,26,72.9993,18,5.34843,22,117.665
Light,25,L,C3,34.4933,0.287927,-2653.25,-0.00879883,-0.263968,27,101.999,18,6.23152,19,118.399
Light,25,L,C3,22.1422,0.184623,802.523,0.923281,27.6987,7,94.3991,5,19.9109,6,119.465
Light,15,L,C2,23.0934,0.194173,-475.084,-1.96076,-58.8233,24,98.399,7,16.976,7,118.832
Light,20,L,C3,30.6932,0.256135,1582.86,0.653539,19.6064,23,97.1657,7,14.9499,8,119.599
Light,15,L,C3,19.9197,0.166091,131.004,-2.5063,-75.1897,3,119.932,7,14.804,8,118.432
Light,20,L,C2,33.4205,0.278662,6184.58,3.10482,93.1456,1,119.765,0,119.999,1,119.999
Light,25,L,C3,48.4525,0.409693,933.071,3.3484,100.453,41,80.4659,49,2.26142,51,115.332
Light,15,L,C2,27.7287,0.231204,-499.604,0.0221749,0.665253,7,107.266,4,23.9664,5,119.832
Light,15,L,C3,22.9469,0.191333,149.882,1.29394,38.8185,3,97.3657,0,119.999,1,119.999
Light,25,L,C3,32.4677,0.27223,-992.874,-0.643063,-19.2921,13,86.2658,14,6.99209,17,118.865
Light,15,L,C3,45.1538,0.377544,555.638,0.154755,4.64271,33,71.466,45,2.50432,46,115.199
Light,15,L,C2,8.20004,0.0683723,22004.4,93.5497,2806.52,0,0,0,119.999,1,119.999
Light,20,L,C3,71.732,0.603134,-986.526,0.400861,12.026,42,60.7327,59,1.7978,61,109.666
Light,20,L,C3,46.8036,0.398785,-368.457,-0.167038,-5.01119,22,80.7992,27,3.95628,29,114.732
Light,25,LT,LT,12.5327,0.104557,-536.606,-1.91255,-57.3771,1,119.999,0,119.999,1,119.999
Light,25,LT,LT,36.9688,0.308419,1389.12,-0.0771421,-2.31428,19,95.8324,5,19.9054,6,119.432
Light,25,LT,LT,0.867557,0.00723373,14074.6,180,5400.05,0,0,0,119.999,1,119.999
Light,25,LT,LT,41.6217,0.348691,1362.11,0.02828,0.84841,38,34.733,29,3.91885,30,117.565
